Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-121.883385,107.04539,27.821053,-216.21661,735.6666666666666,-127.74517,91.60426,3.969715,-267.1312,372.8333333333333,-0.009991676546633244,2353.623046875,80642,174.13594126701355,,38
-37.816326,28.3377,6.9414907,-69.39908,601.75,-110.30888,88.46458,19.980284,-202.60974,601.25,-8.489724132232368e-05,1528.3204345703125,83047,181.45744824409485,,39
-5.7239914,14.4078045,11.193314,-23.29201,602.75,-69.146645,76.83484,41.48691,-185.7933,454.0,-0.004754411987960339,1441.6793212890625,85317,188.0664141178131,,40
-27.623323,69.1493,34.581802,-185.4606,350.7142857142857,-10.445667,32.820007,34.789497,-73.408394,345.0,-0.04434378072619438,1263.633544921875,87387,193.99080801010132,,41
-33.772144,58.233803,44.07304,-147.71399,426.7142857142857,-19.347935,34.802887,39.41745,-80.449554,256.875,-0.007433036807924509,1029.6885986328125,89442,200.08817768096924,,42
-70.605,35.925526,-24.252968,-116.10223,561.25,-2.9473362,3.241897,0.7396889,-6.3683586,585.25,-0.006449093576520681,1058.3895263671875,91783,207.051509141922,,43
-39.251144,51.38412,13.141556,-112.76241,635.5,-18.779865,36.080338,25.487484,-62.89051,724.3333333333334,-0.03117453120648861,1150.44921875,93956,214.3893117904663,,44
8.449886,0.11204147,8.561928,8.337845,1000.0,-16.884262,42.820835,45.419792,-102.04848,346.25,0.009327678941190243,1597.3480224609375,96726,220.79392957687378,,45
-54.060738,31.663351,-22.397388,-85.72409,1000.0,-33.73471,49.402508,20.499527,-111.66147,305.7142857142857,0.024102216586470604,1315.670166015625,98866,226.89960765838623,,46
-12.205716,32.10398,23.46553,-54.36561,736.3333333333334,-9.388827,36.97673,48.907227,-62.526283,564.4,0.005039360839873552,847.6865844726562,101688,235.14840269088745,,47
3.3798847,7.83967,11.219555,-4.4597855,1000.0,0.010505676,38.407448,38.417953,-38.396942,1000.0,0.04261862486600876,836.4044189453125,103688,241.84109354019165,,48
-0.91732866,47.598934,70.91353,-109.662964,266.6,-48.96686,68.25602,4.141556,-145.32758,757.6666666666666,0.005675061140209436,1109.18701171875,105961,248.56710767745972,,49
-26.097435,77.08575,52.24791,-189.09567,489.3333333333333,-21.398865,72.06814,57.79364,-164.22452,465.1666666666667,0.010160771198570728,1460.466552734375,108752,256.6439530849457,,50
-1.5381346,60.755894,63.708088,-126.295876,288.0,20.651665,10.455427,28.980988,5.9067993,717.3333333333334,0.04733719304203987,1097.9097900390625,110904,263.6509656906128,,51
36.73826,32.1397,82.175766,13.011951,720.6666666666666,-3.2151597,123.30091,196.95906,-178.20378,595.8,-0.0576704740524292,1904.17822265625,113883,271.2949366569519,,52
4.884275,29.411604,47.63601,-53.750603,151.14285714285714,20.512053,35.941963,61.468994,-33.26554,504.75,-0.06630727648735046,1915.7679443359375,115902,276.36517548561096,,53
7.737549,69.77863,211.86615,-69.85153,182.27272727272728,29.68918,44.87107,122.315056,-52.34229,270.25,-0.06402041763067245,2238.81640625,118064,281.1323380470276,,54
6.9730315,60.37393,181.49602,-53.510803,173.0,96.70062,100.045975,227.55345,-26.861837,295.14285714285717,-0.07973728328943253,2938.192138671875,120130,285.6673746109009,,55
43.730675,101.89223,234.68315,-121.67018,235.55555555555554,63.47516,99.69758,188.55688,-53.28505,371.8333333333333,-0.11033284664154053,2486.171630859375,122361,290.81350660324097,,56
59.664406,98.09162,226.32463,-38.01738,191.45454545454547,30.391062,69.27637,162.46478,-63.236332,212.6,-0.06582700461149216,2168.74169921875,124487,295.09220790863037,,57
26.873472,89.838425,246.67361,-66.15356,228.66666666666666,100.68127,88.00803,202.65576,-35.972496,497.2,-0.06958036869764328,2557.50439453125,126973,300.65094685554504,,58
11.004731,53.712696,155.53412,-32.00776,288.6,68.87996,96.01091,202.37051,-40.50849,264.0,-0.11174540221691132,2920.36181640625,129085,306.3985872268677,,59
68.08961,109.28274,197.95126,-70.70087,317.57142857142856,107.86416,119.86244,233.42264,-78.93254,411.2,0.003758092876523733,3086.770263671875,131141,311.14686727523804,,60
4.301468,138.78194,147.68097,-171.57388,592.5,11.811803,128.37552,193.29045,-145.69087,345.8333333333333,-0.028628025203943253,2845.64990234375,133216,316.6639745235443,,61
52.954243,155.64822,247.3499,-130.1323,413.6,-85.49401,20.017174,-61.026855,-110.058426,712.0,0.10981994867324829,1510.7684326171875,135352,321.8913879394531,,62
21.555983,94.74383,106.176285,-127.54673,638.25,50.981,134.80067,214.56587,-133.0849,632.0,-0.06877339631319046,1915.9339599609375,137880,328.4125542640686,,63
-13.802709,173.59822,224.51704,-184.02415,723.0,61.09386,143.1149,231.34584,-118.813484,681.0,-0.05921337753534317,2072.127197265625,139923,334.37108516693115,,64
28.69146,124.72045,223.30363,-104.598076,382.3333333333333,18.67583,98.89545,154.351,-78.56669,933.6666666666666,-0.0740404799580574,909.4420776367188,142724,341.40769362449646,,65
-72.61735,75.83068,-10.807671,-194.97342,417.6,-17.039455,29.997269,9.459747,-58.97875,741.3333333333334,0.014565876685082912,504.0614929199219,144948,347.58208775520325,,66
62.743225,163.06816,251.54774,-207.37369,349.6666666666667,-37.692192,55.4749,20.320286,-143.67351,400.0,0.07168439030647278,1761.175537109375,146948,352.31697392463684,,67
-67.63185,135.70317,185.73282,-202.20605,436.4,37.385365,149.65211,221.79778,-145.0647,406.6,-0.04351717233657837,2382.416259765625,148981,357.279771566391,,68
-122.80681,72.87696,-33.217037,-217.10355,541.25,-65.6009,100.21384,119.312164,-219.06306,396.0,-0.0052085258066654205,2342.476806640625,151357,362.84612345695496,,69
6.4967117,167.45837,168.00638,-250.1134,566.75,51.28255,82.410126,149.04428,-58.482277,422.8,-0.22661511600017548,2005.0430908203125,153471,368.5125193595886,,70
-33.20362,117.67766,182.33344,-147.57256,444.4,11.0002985,94.854385,135.94835,-119.21777,365.8333333333333,-0.07310601323843002,1886.3431396484375,155666,373.8789498806,,71
-73.33612,55.60734,4.7096577,-130.36061,633.25,-36.15967,73.85022,84.932526,-105.35811,611.0,-0.09863170236349106,1416.2425537109375,158110,381.2229700088501,,72
-57.885647,143.61015,106.381775,-243.45038,940.0,-19.471537,140.40302,162.5297,-195.05086,641.0,-0.060823965817689896,1423.684326171875,160674,389.43253684043884,,73
-8.285947,116.44709,155.79675,-102.47382,858.3333333333334,47.883484,115.60764,207.73322,-61.769135,771.0,-0.030839944258332253,965.8727416992188,162987,396.7657151222229,,74
-83.73534,12.347765,-66.51107,-94.836334,824.0,-105.6834,13.268562,-92.41484,-118.951965,1000.0,0.014150051400065422,205.5280303955078,164987,404.12586760520935,,75
-73.78324,43.544125,-25.395653,-130.96365,831.6666666666666,-69.14296,42.907005,-26.235954,-112.049965,1000.0,-0.04137301817536354,244.21054077148438,166987,411.31106066703796,,76
-68.50242,198.74352,161.69595,-323.26193,799.0,-58.882545,4.9822464,-53.9003,-63.86479,1000.0,-0.001105114002712071,241.62692260742188,168987,418.92401576042175,,77
122.77078,119.283394,257.1444,-67.74119,554.75,-44.67112,57.062298,-6.4350433,-143.34079,515.5,0.12450540065765381,1844.821533203125,171049,424.58923172950745,,78
-70.30265,122.21047,150.14001,-182.51627,479.8,11.385852,144.82518,234.47821,-199.92798,439.5,0.05179106071591377,2725.854736328125,173686,430.89433693885803,,79
83.08058,137.1433,209.15042,-129.07452,501.75,89.85681,129.6129,233.22101,-98.01453,372.14285714285717,0.03372915834188461,3087.065185546875,176291,436.4262914657593,,80
56.38541,105.309494,210.09842,-87.85794,280.125,91.32187,129.22308,233.27815,-106.25485,340.6666666666667,0.08077973127365112,3613.136474609375,178335,441.1404039859772,,81
26.41012,125.95242,238.30325,-142.5745,269.375,83.94356,76.496544,176.26292,4.880493,288.85714285714283,-0.005403226241469383,2530.992919921875,180357,445.4209566116333,,82
7.0228977,83.65811,212.86856,-167.80786,196.0,96.398834,105.203835,247.74756,-15.803631,251.375,-0.016965104267001152,2893.059326171875,182368,449.61414313316345,,83
49.874596,136.52437,244.06464,-151.91972,251.125,53.913635,82.98609,199.106,-15.121521,252.375,0.07053275406360626,2894.980712890625,184387,453.85492730140686,,84
-14.868799,72.235306,130.4148,-156.38483,206.5,-61.48727,79.0939,16.373154,-217.6345,224.22222222222223,0.24078777432441711,4586.646484375,186405,457.8755769729614,,85
51.77231,109.42365,265.706,-130.5716,228.44444444444446,137.93735,132.66716,259.77295,-106.07327,348.6666666666667,0.1373831182718277,3909.893798828125,188497,462.1734163761139,,86
153.87169,110.76922,268.7437,-42.805702,253.0,-41.647076,68.44825,17.64328,-192.84985,222.4,0.22583261132240295,3303.44970703125,190721,466.2057538032532,,87
28.80163,86.16263,189.1,-128.88339,210.7,40.677483,122.39148,248.11151,-168.38223,223.7,-0.00032039365032687783,3732.617431640625,192958,470.4479832649231,,88
102.856384,111.666,258.30078,-24.16114,229.11111111111111,-1.705796,81.807045,188.77386,-133.49498,182.8181818181818,0.08146445453166962,3738.2314453125,194969,474.362263917923,,89
44.506924,122.02032,235.11542,-121.21812,212.6,35.23393,94.00927,228.5539,-94.90585,233.88888888888889,-0.02004772610962391,2851.549072265625,197074,478.47273874282837,,90
31.893568,92.006454,206.57239,-45.7069,197.0909090909091,79.82834,133.13922,243.20622,-118.202126,288.375,0.00028380221920087934,3280.5439453125,199381,482.9821939468384,,91
34.288208,92.28956,231.57222,-58.98018,214.45454545454547,25.77354,128.37564,237.52759,-143.11507,206.7,-0.010120128281414509,4120.61181640625,201448,487.05836057662964,,92
84.7118,143.8798,262.9057,-196.48532,244.44444444444446,38.851982,122.18336,268.74258,-135.98009,201.1818181818182,0.0033354577608406544,4021.553466796875,203661,491.41566467285156,,93
13.544442,149.48047,236.69098,-199.18639,320.0,70.11114,141.5576,264.7954,-177.13005,245.22222222222223,-0.016266167163848877,3866.458740234375,205868,496.01655626296997,,94
0.64941406,168.73584,305.67053,-188.46945,279.125,0.15472327,139.15222,259.68628,-141.16354,237.66666666666666,0.05077819898724556,4728.53564453125,208007,500.31159687042236,,95
100.77656,80.29395,223.04793,-10.520111,296.85714285714283,59.99939,130.78752,272.58557,-121.76559,258.5,0.01946895755827427,3749.641357421875,210075,504.7501971721649,,96
64.05853,157.06825,274.60852,-148.11877,252.375,33.06392,151.15927,212.5563,-168.85187,403.4,0.0022477495949715376,2825.62060546875,212092,509.47044563293457,,97
83.539375,121.65681,224.24039,-125.46769,360.0,22.148048,149.80293,236.40672,-171.5015,271.0,0.0061568631790578365,3843.536865234375,214260,513.9683659076691,,98
121.58606,136.50769,226.43814,-116.547516,389.3333333333333,94.36595,121.89793,221.4512,-71.18438,283.0,-0.009945111349225044,3603.326416015625,216524,518.9259593486786,,99
97.56507,166.69447,213.55196,-249.89554,360.1666666666667,59.44697,154.90619,211.93939,-171.90836,474.2,0.08673138171434402,2963.80712890625,218895,524.0159025192261,,100
-44.583313,136.61383,161.40198,-200.68939,372.5,44.04808,130.54527,237.38818,-213.89655,250.125,0.006923189386725426,3470.500244140625,220896,528.3927631378174,,101
112.08793,152.51732,255.82019,-144.01486,553.75,138.56805,90.072754,220.24289,-6.6686935,567.0,0.0962485671043396,2166.379638671875,223164,533.9224746227264,,102
92.04108,99.05807,235.57776,-26.94455,336.0,5.675061,161.6542,241.75192,-158.36914,420.8,0.148428812623024,4397.91259765625,225268,538.5132381916046,,103
148.17339,111.40302,254.66873,-49.673767,272.75,78.61536,123.731606,247.1426,-134.7221,289.85714285714283,0.05734577402472496,3415.45458984375,227297,542.9591789245605,,104
157.59253,91.05106,229.54395,-21.705322,408.0,61.45107,149.15005,211.75102,-168.06964,378.5,0.043135423213243484,3452.40478515625,229568,547.8900542259216,,105
-38.381115,160.1277,273.06686,-147.14595,449.0,80.81368,164.99907,256.37692,-131.90828,417.0,0.03517035394906998,3422.64306640625,231653,552.8806364536285,,106
89.97607,159.91466,236.12881,-178.05107,597.75,-68.84425,100.97739,35.494663,-172.59795,646.75,0.08814599364995956,2031.37158203125,234240,559.6950232982635,,107
